"觀測時間(day)","測站氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)"
"ObsTime","StnPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp"
"01","1003.7","1005.1","2020/06/01 23:41:00","1001.5","2020/06/01 15:33:00","28.2","32.6","2020/06/01 10:11:00","25.5","2020/06/01 05:21:00","82","55","2020/06/01 14:49:00","0.4","295","9.3","248","2020/06/01 14:23:00","10.5"
"02","1002.5","1005.0","2020/06/02 00:01:00","1000.4","2020/06/02 16:24:00","28.5","33.1","2020/06/02 12:23:00","25.2","2020/06/02 05:01:00","80","61","2020/06/02 10:17:00","0.4","311","7.7","311","2020/06/02 13:21:00","1.0"
"03","1000.7","1002.6","2020/06/03 08:32:00","998.0","2020/06/03 16:37:00","29.9","35.0","2020/06/03 16:02:00","25.7","2020/06/03 05:41:00","68","48","2020/06/03 16:02:00","0.9","255","8.8","304","2020/06/03 12:16:00","0.0"
"04","1000.0","1001.5","2020/06/04 08:01:00","998.6","2020/06/04 16:11:00","30.1","35.6","2020/06/04 13:01:00","25.5","2020/06/04 05:31:00","66","41","2020/06/04 11:51:00","0.9","272","12.1","252","2020/06/04 14:22:00","0.0"
"05","1000.0","1001.5","2020/06/05 08:24:00","997.4","2020/06/05 16:34:00","30.4","35.3","2020/06/05 12:01:00","26.7","2020/06/05 05:24:00","68","40","2020/06/05 12:21:00","0.4","253","8.8","259","2020/06/05 16:46:00","0.0"
"06","999.0","1000.2","2020/06/06 00:01:00","997.3","2020/06/06 13:51:00","30.1","35.1","2020/06/06 12:21:00","26.6","2020/06/06 04:18:00","68","47","2020/06/06 10:51:00","0.6","194","11.5","265","2020/06/06 14:43:00","0.0"
"07","1000.0","1001.3","2020/06/07 22:11:00","999.0","2020/06/07 01:45:00","26.8","30.4","2020/06/07 07:13:00","24.7","2020/06/07 15:18:00","85","60","2020/06/07 08:28:00","0.5","254","7.7","244","2020/06/07 12:40:00","18.0"
"08","1001.1","1002.4","2020/06/08 21:53:00","999.3","2020/06/08 03:41:00","26.3","29.2","2020/06/08 10:32:00","24.9","2020/06/08 03:21:00","84","72","2020/06/08 10:12:00","0.2","36","8.8","256","2020/06/08 16:29:00","0.0"
"09","1002.1","1003.4","2020/06/09 21:53:00","1000.6","2020/06/09 02:51:00","27.0","30.8","2020/06/09 12:21:00","25.0","2020/06/09 05:01:00","79","59","2020/06/09 12:02:00","0.4","49","6.0","92","2020/06/09 19:57:00","0.5"
"10","1001.8","1003.3","2020/06/10 09:21:00","1000.1","2020/06/10 15:54:00","29.2","34.7","2020/06/10 12:21:00","25.3","2020/06/10 05:11:00","68","40","2020/06/10 12:27:00","0.3","260","7.1","253","2020/06/10 13:11:00","0.0"
"11","1000.5","1002.0","2020/06/11 07:31:00","998.7","2020/06/11 16:11:00","29.2","33.8","2020/06/11 12:23:00","26.6","2020/06/11 04:34:00","75","56","2020/06/11 12:23:00","0.1","58","4.9","80","2020/06/11 19:11:00","0.0"
"12","999.4","1001.3","2020/06/12 08:52:00","997.6","2020/06/12 17:27:00","30.0","34.4","2020/06/12 11:31:00","26.6","2020/06/12 05:33:00","71","54","2020/06/12 10:22:00","0.4","6","6.0","9","2020/06/12 13:02:00","0.0"
"13","1000.5","1003.6","2020/06/13 21:41:00","997.9","2020/06/13 02:31:00","29.8","35.5","2020/06/13 11:32:00","26.8","2020/06/13 05:32:00","72","48","2020/06/13 11:32:00","0.3","33","4.9","94","2020/06/13 18:22:00","0.0"
"14","1004.4","1006.9","2020/06/14 21:41:00","1001.8","2020/06/14 03:11:00","28.7","34.1","2020/06/14 12:02:00","25.3","2020/06/14 18:24:00","81","54","2020/06/14 12:05:00","0.3","60","5.5","269","2020/06/14 17:32:00","21.0"
"15","1004.2","1006.1","2020/06/15 00:01:00","1002.3","2020/06/15 14:54:00","29.9","34.6","2020/06/15 12:21:00","25.4","2020/06/15 04:41:00","71","47","2020/06/15 12:22:00","0.8","255","8.8","259","2020/06/15 11:23:00","0.0"
"16","1001.1","1003.3","2020/06/16 00:08:00","999.1","2020/06/16 15:23:00","30.7","35.6","2020/06/16 14:01:00","26.3","2020/06/16 05:01:00","65","44","2020/06/16 14:01:00","1.0","257","10.4","239","2020/06/16 11:30:00","0.0"
"17","999.7","1001.1","2020/06/17 21:33:00","998.1","2020/06/17 14:31:00","31.2","36.4","2020/06/17 13:51:00","27.1","2020/06/17 04:21:00","64","44","2020/06/17 13:31:00","0.7","257","8.8","205","2020/06/17 15:40:00","0.0"
"18","999.6","1001.7","2020/06/18 08:12:00","996.7","2020/06/18 16:11:00","31.4","36.8","2020/06/18 14:42:00","26.1","2020/06/18 04:41:00","62","40","2020/06/18 14:21:00","1.0","247","11.5","257","2020/06/18 09:08:00","0.0"
